Timestep,Susecptible,Infected,Recovered,Deceased
57.5997,0.11272,0.0436965,66.5624,33.2812
57.6997,0.112716,0.043046,66.5628,33.2814
57.7997,0.112711,0.0424052,66.5633,33.2816
57.8997,0.112706,0.0417739,66.5637,33.2818
57.9997,0.112701,0.041152,66.5641,33.282
58.0997,0.112697,0.0405393,66.5645,33.2823
58.1997,0.112692,0.0399358,66.5649,33.2825
58.2997,0.112687,0.0393413,66.5653,33.2827
58.3997,0.112683,0.0387556,66.5657,33.2829
58.4997,0.112679,0.0381786,66.5661,33.283
58.5997,0.112674,0.0376102,66.5665,33.2832
58.6997,0.11267,0.0370503,66.5669,33.2834
58.7997,0.112666,0.0364987,66.5672,33.2836
58.8997,0.112662,0.0359554,66.5676,33.2838
58.9997,0.112658,0.0354201,66.5679,33.284
59.0997,0.112654,0.0348928,66.5683,33.2842
59.1997,0.11265,0.0343733,66.5687,33.2843
59.2997,0.112646,0.0338616,66.569,33.2845
59.3997,0.112642,0.0333575,66.5693,33.2847
59.4997,0.112638,0.0328609,66.5697,33.2848
59.5997,0.112635,0.0323717,66.57,33.285
59.6997,0.112631,0.0318897,66.5703,33.2852
59.7997,0.112627,0.031415,66.5706,33.2853
59.8997,0.112624,0.0309473,66.571,33.2855
59.9997,0.11262,0.0304866,66.5713,33.2856
60.0997,0.112617,0.0300327,66.5716,33.2858
60.1997,0.112614,0.0295856,66.5719,33.2859
60.2997,0.11261,0.0291451,66.5722,33.2861
60.3997,0.112607,0.0287113,66.5725,33.2862
60.4996,0.112604,0.0282838,66.5727,33.2864
60.5996,0.112601,0.0278627,66.573,33.2865
60.6996,0.112597,0.0274479,66.5733,33.2867
60.7996,0.112594,0.0270393,66.5736,33.2868
60.8996,0.112591,0.0266368,66.5738,33.2869
60.9996,0.112588,0.0262402,66.5741,33.2871
61.0996,0.112585,0.0258496,66.5744,33.2872
61.1996,0.112582,0.0254647,66.5746,33.2873
61.2996,0.11258,0.0250856,66.5749,33.2874
61.3996,0.112577,0.0247122,66.5751,33.2876
61.4996,0.112574,0.0243443,66.5754,33.2877
61.5996,0.112571,0.0239818,66.5756,33.2878
61.6996,0.112569,0.0236248,66.5759,33.2879
61.7996,0.112566,0.0232731,66.5761,33.2881
61.8996,0.112563,0.0229266,66.5763,33.2882
61.9996,0.112561,0.0225853,66.5766,33.2883
62.0996,0.112558,0.0222491,66.5768,33.2884
62.1996,0.112556,0.0219178,66.577,33.2885
62.2996,0.112553,0.0215915,66.5772,33.2886
62.3996,0.112551,0.0212701,66.5775,33.2887
62.4996,0.112548,0.0209534,66.5777,33.2888
62.5996,0.112546,0.0206415,66.5779,33.2889
62.6996,0.112544,0.0203342,66.5781,33.289
62.7996,0.112541,0.0200315,66.5783,33.2891
62.8996,0.112539,0.0197333,66.5785,33.2892
62.9996,0.112537,0.0194395,66.5787,33.2893
63.0996,0.112535,0.0191501,66.5789,33.2894
63.1996,0.112533,0.018865,66.5791,33.2895
63.2996,0.11253,0.0185841,66.5793,33.2896
63.3996,0.112528,0.0183075,66.5794,33.2897
63.4996,0.112526,0.0180349,66.5796,33.2898
63.5996,0.112524,0.0177664,66.5798,33.2899
63.6996,0.112522,0.0175019,66.58,33.29
63.7996,0.11252,0.0172414,66.5802,33.2901
63.8996,0.112518,0.0169847,66.5803,33.2902
63.9996,0.112516,0.0167318,66.5805,33.2903
64.0996,0.112515,0.0164827,66.5807,33.2903
64.1996,0.112513,0.0162373,66.5808,33.2904
64.2996,0.112511,0.0159956,66.581,33.2905
64.3996,0.112509,0.0157575,66.5812,33.2906
64.4996,0.112507,0.0155229,66.5813,33.2907
64.5996,0.112506,0.0152918,66.5815,33.2907
64.6996,0.112504,0.0150641,66.5816,33.2908
64.7996,0.112502,0.0148399,66.5818,33.2909
64.8996,0.1125,0.0146189,66.5819,33.291
64.9996,0.112499,0.0144013,66.5821,33.291
65.0996,0.112497,0.0141869,66.5822,33.2911
65.1996,0.112496,0.0139757,66.5824,33.2912
65.2996,0.112494,0.0137676,66.5825,33.2912
65.3996,0.112492,0.0135627,66.5826,33.2913
65.4996,0.112491,0.0133607,66.5828,33.2914
65.5996,0.112489,0.0131618,66.5829,33.2914
65.6996,0.112488,0.0129659,66.583,33.2915
65.7996,0.112487,0.0127729,66.5832,33.2916
65.8996,0.112485,0.0125827,66.5833,33.2916
65.9996,0.112484,0.0123954,66.5834,33.2917
66.0996,0.112482,0.0122108,66.5835,33.2918
66.1996,0.112481,0.012029,66.5837,33.2918
66.2996,0.11248,0.01185,66.5838,33.2919
66.3996,0.112478,0.0116735,66.5839,33.2919
66.4996,0.112477,0.0114998,66.584,33.292
66.5996,0.112476,0.0113286,66.5841,33.2921
66.6996,0.112474,0.0111599,66.5842,33.2921
66.7996,0.112473,0.0109938,66.5844,33.2922
66.8996,0.112472,0.0108301,66.5845,33.2922
66.9995,0.112471,0.0106689,66.5846,33.2923
67.0995,0.112469,0.01051,66.5847,33.2923
67.1995,0.112468,0.0103536,66.5848,33.2924
67.2995,0.112467,0.0101994,66.5849,33.2924
67.3995,0.112466,0.0100476,66.585,33.2925
67.4995,0.112465,0.00989799,66.5851,33.2925
67.5995,0.112464,0.00975063,66.5852,33.2926
67.6995,0.112463,0.00960547,66.5853,33.2926
67.7995,0.112462,0.00946247,66.5854,33.2927
67.8995,0.11246,0.00932159,66.5855,33.2927
67.9995,0.112459,0.00918282,66.5856,33.2928
68.0995,0.112458,0.00904611,66.5857,33.2928
68.1995,0.112457,0.00891143,66.5858,33.2929
68.2995,0.112456,0.00877876,66.5858,33.2929
68.3995,0.112455,0.00864807,66.5859,33.293
68.4995,0.112454,0.00851932,66.586,33.293
68.5995,0.112453,0.00839249,66.5861,33.2931
68.6995,0.112452,0.00826755,66.5862,33.2931
68.7995,0.112452,0.00814446,66.5863,33.2931
68.8995,0.112451,0.00802321,66.5864,33.2932
68.9995,0.11245,0.00790377,66.5864,33.2932
69.0995,0.112449,0.0077861,66.5865,33.2933
69.1995,0.112448,0.00767018,66.5866,33.2933
69.2995,0.112447,0.00755599,66.5867,33.2933
69.3995,0.112446,0.0074435,66.5867,33.2934
69.4995,0.112445,0.00733269,66.5868,33.2934
69.5995,0.112445,0.00722352,66.5869,33.2934
69.6995,0.112444,0.00711598,66.587,33.2935
69.7995,0.112443,0.00701004,66.587,33.2935
69.8995,0.112442,0.00690568,66.5871,33.2936
69.9995,0.112441,0.00680287,66.5872,33.2936
70.0995,0.112441,0.00670159,66.5872,33.2936
70.1995,0.11244,0.00660182,66.5873,33.2937
70.2995,0.112439,0.00650354,66.5874,33.2937
70.3995,0.112438,0.00640671,66.5874,33.2937
70.4995,0.112438,0.00631133,66.5875,33.2938
70.5995,0.112437,0.00621737,66.5876,33.2938
70.6995,0.112436,0.00612481,66.5876,33.2938
70.7995,0.112436,0.00603363,66.5877,33.2938
70.8995,0.112435,0.0059438,66.5877,33.2939
70.9995,0.112434,0.00585531,66.5878,33.2939
71.0995,0.112434,0.00576814,66.5879,33.2939
71.1995,0.112433,0.00568227,66.5879,33.294
71.2995,0.112432,0.00559767,66.588,33.294
71.3995,0.112432,0.00551434,66.588,33.294
71.4995,0.112431,0.00543224,66.5881,33.294
71.5995,0.11243,0.00535137,66.5881,33.2941
71.6995,0.11243,0.0052717,66.5882,33.2941
71.7995,0.112429,0.00519322,66.5883,33.2941
71.8995,0.112429,0.0051159,66.5883,33.2942
71.9995,0.112428,0.00503974,66.5884,33.2942
72.0995,0.112428,0.00496471,66.5884,33.2942
72.1995,0.112427,0.0048908,66.5885,33.2942
72.2995,0.112426,0.00481799,66.5885,33.2943
72.3995,0.112426,0.00474626,66.5886,33.2943
72.4995,0.112425,0.0046756,66.5886,33.2943
72.5995,0.112425,0.00460599,66.5886,33.2943
72.6995,0.112424,0.00453742,66.5887,33.2943
72.7995,0.112424,0.00446987,66.5887,33.2944
72.8995,0.112423,0.00440332,66.5888,33.2944
72.9995,0.112423,0.00433777,66.5888,33.2944
73.0995,0.112422,0.00427319,66.5889,33.2944
73.1995,0.112422,0.00420957,66.5889,33.2945
73.2995,0.112421,0.0041469,66.589,33.2945
73.3995,0.112421,0.00408516,66.589,33.2945
73.4995,0.11242,0.00402434,66.589,33.2945
73.5994,0.11242,0.00396443,66.5891,33.2945
73.6994,0.11242,0.00390541,66.5891,33.2946
73.7994,0.112419,0.00384727,66.5892,33.2946
73.8994,0.112419,0.00378999,66.5892,33.2946
73.9994,0.112418,0.00373357,66.5892,33.2946
74.0994,0.112418,0.00367798,66.5893,33.2946
74.1994,0.112417,0.00362323,66.5893,33.2947
74.2994,0.112417,0.00356929,66.5893,33.2947
74.3994,0.112417,0.00351615,66.5894,33.2947
74.4994,0.112416,0.0034638,66.5894,33.2947
74.5994,0.112416,0.00341223,66.5894,33.2947
74.6994,0.112415,0.00336143,66.5895,33.2947
74.7994,0.112415,0.00331139,66.5895,33.2948
74.8994,0.112415,0.00326209,66.5895,33.2948
74.9994,0.112414,0.00321353,66.5896,33.2948
75.0994,0.112414,0.00316569,66.5896,33.2948
75.1994,0.112414,0.00311856,66.5896,33.2948
75.2994,0.112413,0.00307213,66.5897,33.2948
75.3994,0.112413,0.00302639,66.5897,33.2949
75.4994,0.112413,0.00298134,66.5897,33.2949
75.5994,0.112412,0.00293695,66.5898,33.2949
75.6994,0.112412,0.00289323,66.5898,33.2949
75.7994,0.112412,0.00285015,66.5898,33.2949
75.8994,0.112411,0.00280772,66.5899,33.2949
75.9994,0.112411,0.00276592,66.5899,33.2949
76.0994,0.112411,0.00272474,66.5899,33.295
76.1994,0.11241,0.00268418,66.5899,33.295
76.2994,0.11241,0.00264422,66.59,33.295
76.3994,0.11241,0.00260485,66.59,33.295
76.4994,0.112409,0.00256607,66.59,33.295
76.5994,0.112409,0.00252787,66.59,33.295
76.6994,0.112409,0.00249024,66.5901,33.295
76.7994,0.112409,0.00245316,66.5901,33.295
76.8994,0.112408,0.00241664,66.5901,33.2951
76.9994,0.112408,0.00238066,66.5901,33.2951
77.0994,0.112408,0.00234522,66.5902,33.2951
77.1994,0.112408,0.00231031,66.5902,33.2951
77.2994,0.112407,0.00227591,66.5902,33.2951
77.3994,0.112407,0.00224203,66.5902,33.2951
77.4994,0.112407,0.00220865,66.5903,33.2951
77.5994,0.112406,0.00217577,66.5903,33.2951
77.6994,0.112406,0.00214338,66.5903,33.2952
77.7994,0.112406,0.00211147,66.5903,33.2952
77.8994,0.112406,0.00208003,66.5903,33.2952
77.9994,0.112406,0.00204906,66.5904,33.2952
78.0994,0.112405,0.00201856,66.5904,33.2952
78.1994,0.112405,0.00198851,66.5904,33.2952
78.2994,0.112405,0.0019589,66.5904,33.2952
78.3994,0.112405,0.00192974,66.5904,33.2952
78.4994,0.112404,0.00190101,66.5905,33.2952
78.5994,0.112404,0.00187271,66.5905,33.2952
78.6994,0.112404,0.00184483,66.5905,33.2953
78.7994,0.112404,0.00181736,66.5905,33.2953
78.8994,0.112404,0.00179031,66.5905,33.2953
78.9994,0.112403,0.00176365,66.5906,33.2953
79.0994,0.112403,0.0017374,66.5906,33.2953
79.1994,0.112403,0.00171153,66.5906,33.2953
79.2994,0.112403,0.00168605,66.5906,33.2953
79.3994,0.112403,0.00166095,66.5906,33.2953
79.4994,0.112402,0.00163622,66.5906,33.2953
79.5994,0.112402,0.00161186,66.5907,33.2953
79.6994,0.112402,0.00158787,66.5907,33.2953
79.7994,0.112402,0.00156423,66.5907,33.2953
79.8994,0.112402,0.00154094,66.5907,33.2954
79.9994,0.112402,0.001518,66.5907,33.2954
80.0993,0.112401,0.0014954,66.5907,33.2954
80.1993,0.112401,0.00147314,66.5908,33.2954
80.2993,0.112401,0.0014512,66.5908,33.2954
80.3993,0.112401,0.0014296,66.5908,33.2954
80.4993,0.112401,0.00140832,66.5908,33.2954
80.5993,0.112401,0.00138735,66.5908,33.2954
80.6993,0.1124,0.0013667,66.5908,33.2954
80.7993,0.1124,0.00134635,66.5908,33.2954
80.8993,0.1124,0.00132631,66.5908,33.2954
80.9993,0.1124,0.00130656,66.5909,33.2954
81.0993,0.1124,0.00128711,66.5909,33.2954
81.1993,0.1124,0.00126795,66.5909,33.2954
81.2993,0.112399,0.00124907,66.5909,33.2955
81.3993,0.112399,0.00123047,66.5909,33.2955
81.4993,0.112399,0.00121216,66.5909,33.2955
81.5993,0.112399,0.00119411,66.5909,33.2955
81.6993,0.112399,0.00117633,66.5909,33.2955
81.7993,0.112399,0.00115882,66.591,33.2955
81.8993,0.112399,0.00114157,66.591,33.2955
81.9993,0.112399,0.00112457,66.591,33.2955
82.0993,0.112398,0.00110783,66.591,33.2955
82.1993,0.112398,0.00109134,66.591,33.2955
82.2993,0.112398,0.00107509,66.591,33.2955
82.3993,0.112398,0.00105908,66.591,33.2955
82.4993,0.112398,0.00104332,66.591,33.2955
82.5993,0.112398,0.00102778,66.591,33.2955
82.6993,0.112398,0.00101248,66.5911,33.2955
82.7993,0.112398,0.000997409,66.5911,33.2955
82.8993,0.112397,0.00098256,66.5911,33.2955
82.9993,0.112397,0.000967932,66.5911,33.2955
83.0993,0.112397,0.000953522,66.5911,33.2955
83.1993,0.112397,0.000939326,66.5911,33.2956
83.2993,0.112397,0.000925342,66.5911,33.2956
83.3993,0.112397,0.000911566,66.5911,33.2956
83.4993,0.112397,0.000897995,66.5911,33.2956
83.5993,0.112397,0.000884626,66.5911,33.2956
83.6993,0.112397,0.000871456,66.5912,33.2956
83.7993,0.112397,0.000858482,66.5912,33.2956
83.8993,0.112396,0.000845701,66.5912,33.2956
83.9993,0.112396,0.000833111,66.5912,33.2956
84.0993,0.112396,0.000820708,66.5912,33.2956
84.1993,0.112396,0.000808489,66.5912,33.2956
84.2993,0.112396,0.000796453,66.5912,33.2956
84.3993,0.112396,0.000784596,66.5912,33.2956
84.4993,0.112396,0.000772915,66.5912,33.2956
84.5993,0.112396,0.000761408,66.5912,33.2956
84.6993,0.112396,0.000750073,66.5912,33.2956
84.7993,0.112396,0.000738906,66.5912,33.2956
84.8993,0.112396,0.000727905,66.5913,33.2956
84.9993,0.112395,0.000717068,66.5913,33.2956
85.0993,0.112395,0.000706393,66.5913,33.2956
85.1993,0.112395,0.000695877,66.5913,33.2956
85.2993,0.112395,0.000685517,66.5913,33.2956
85.3993,0.112395,0.000675311,66.5913,33.2956
85.4993,0.112395,0.000665257,66.5913,33.2956
85.5993,0.112395,0.000655353,66.5913,33.2956
85.6993,0.112395,0.000645596,66.5913,33.2957
85.7993,0.112395,0.000635985,66.5913,33.2957
85.8993,0.112395,0.000626517,66.5913,33.2957
85.9993,0.112395,0.000617189,66.5913,33.2957
86.0993,0.112395,0.000608001,66.5913,33.2957
86.1993,0.112395,0.000598949,66.5913,33.2957
86.2993,0.112395,0.000590032,66.5913,33.2957
86.3993,0.112394,0.000581248,66.5913,33.2957
86.4993,0.112394,0.000572595,66.5914,33.2957
86.5993,0.112394,0.00056407,66.5914,33.2957
86.6992,0.112394,0.000555673,66.5914,33.2957
86.7992,0.112394,0.0005474,66.5914,33.2957
86.8992,0.112394,0.00053925,66.5914,33.2957
86.9992,0.112394,0.000531222,66.5914,33.2957
87.0992,0.112394,0.000523314,66.5914,33.2957
87.1992,0.112394,0.000515523,66.5914,33.2957
87.2992,0.112394,0.000507848,66.5914,33.2957
87.3992,0.112394,0.000500287,66.5914,33.2957
87.4992,0.112394,0.000492839,66.5914,33.2957
87.5992,0.112394,0.000485502,66.5914,33.2957
87.6992,0.112394,0.000478274,66.5914,33.2957
87.7992,0.112394,0.000471154,66.5914,33.2957
87.8992,0.112394,0.000464139,66.5914,33.2957
87.9992,0.112394,0.000457229,66.5914,33.2957
88.0992,0.112393,0.000450422,66.5914,33.2957
88.1992,0.112393,0.000443717,66.5914,33.2957
88.2992,0.112393,0.000437111,66.5914,33.2957
88.3992,0.112393,0.000430603,66.5915,33.2957
88.4992,0.112393,0.000424193,66.5915,33.2957
88.5992,0.112393,0.000417877,66.5915,33.2957
88.6992,0.112393,0.000411656,66.5915,33.2957
88.7992,0.112393,0.000405528,66.5915,33.2957
88.8992,0.112393,0.00039949,66.5915,33.2957
88.9992,0.112393,0.000393543,66.5915,33.2957
89.0992,0.112393,0.000387684,66.5915,33.2957
89.1992,0.112393,0.000381912,66.5915,33.2957
89.2992,0.112393,0.000376226,66.5915,33.2957
89.3992,0.112393,0.000370625,66.5915,33.2957
89.4992,0.112393,0.000365108,66.5915,33.2957
89.5992,0.112393,0.000359672,66.5915,33.2957
89.6992,0.112393,0.000354317,66.5915,33.2958
89.7992,0.112393,0.000349042,66.5915,33.2958
89.8992,0.112393,0.000343846,66.5915,33.2958
89.9992,0.112393,0.000338727,66.5915,33.2958
90.0992,0.112393,0.000333684,66.5915,33.2958
90.1992,0.112393,0.000328716,66.5915,33.2958
90.2992,0.112393,0.000323823,66.5915,33.2958
90.3992,0.112392,0.000319002,66.5915,33.2958
90.4992,0.112392,0.000314252,66.5915,33.2958
90.5992,0.112392,0.000309574,66.5915,33.2958
90.6992,0.112392,0.000304965,66.5915,33.2958
90.7992,0.112392,0.000300425,66.5915,33.2958
90.8992,0.112392,0.000295952,66.5915,33.2958
90.9992,0.112392,0.000291546,66.5915,33.2958
91.0992,0.112392,0.000287206,66.5915,33.2958
91.1992,0.112392,0.00028293,66.5915,33.2958
91.2992,0.112392,0.000278718,66.5916,33.2958
91.3992,0.112392,0.000274569,66.5916,33.2958
91.4992,0.112392,0.000270481,66.5916,33.2958
91.5992,0.112392,0.000266454,66.5916,33.2958
91.6992,0.112392,0.000262487,66.5916,33.2958
91.7992,0.112392,0.000258579,66.5916,33.2958
91.8992,0.112392,0.00025473,66.5916,33.2958
91.9992,0.112392,0.000250937,66.5916,33.2958
92.0992,0.112392,0.000247202,66.5916,33.2958
92.1992,0.112392,0.000243521,66.5916,33.2958
92.2992,0.112392,0.000239896,66.5916,33.2958
92.3992,0.112392,0.000236324,66.5916,33.2958
92.4992,0.112392,0.000232806,66.5916,33.2958
92.5992,0.112392,0.00022934,66.5916,33.2958
92.6992,0.112392,0.000225926,66.5916,33.2958
92.7992,0.112392,0.000222562,66.5916,33.2958
92.8992,0.112392,0.000219249,66.5916,33.2958
92.9992,0.112392,0.000215985,66.5916,33.2958
93.0992,0.112392,0.000212769,66.5916,33.2958
93.1992,0.112392,0.000209602,66.5916,33.2958
93.2991,0.112392,0.000206481,66.5916,33.2958
93.3991,0.112392,0.000203407,66.5916,33.2958
93.4991,0.112392,0.000200379,66.5916,33.2958
93.5991,0.112392,0.000197396,66.5916,33.2958
93.6991,0.112392,0.000194457,66.5916,33.2958
93.7991,0.112392,0.000191562,66.5916,33.2958
93.8991,0.112391,0.00018871,66.5916,33.2958
93.9991,0.112391,0.000185901,66.5916,33.2958
94.0991,0.112391,0.000183133,66.5916,33.2958
94.1991,0.112391,0.000180407,66.5916,33.2958
94.2991,0.112391,0.000177721,66.5916,33.2958
94.3991,0.112391,0.000175075,66.5916,33.2958
94.4991,0.112391,0.000172469,66.5916,33.2958
94.5991,0.112391,0.000169901,66.5916,33.2958
94.6991,0.112391,0.000167372,66.5916,33.2958
94.7991,0.112391,0.00016488,66.5916,33.2958
94.8991,0.112391,0.000162425,66.5916,33.2958
94.9991,0.112391,0.000160007,66.5916,33.2958
95.0991,0.112391,0.000157625,66.5916,33.2958
95.1991,0.112391,0.000155278,66.5916,33.2958
95.2991,0.112391,0.000152966,66.5916,33.2958
95.3991,0.112391,0.000150689,66.5916,33.2958
95.4991,0.112391,0.000148446,66.5916,33.2958
95.5991,0.112391,0.000146236,66.5916,33.2958
95.6991,0.112391,0.000144059,66.5916,33.2958
95.7991,0.112391,0.000141914,66.5916,33.2958
95.8991,0.112391,0.000139801,66.5916,33.2958
95.9991,0.112391,0.00013772,66.5916,33.2958
96.0991,0.112391,0.00013567,66.5916,33.2958
96.1991,0.112391,0.00013365,66.5917,33.2958
96.2991,0.112391,0.00013166,66.5917,33.2958
96.3991,0.112391,0.0001297,66.5917,33.2958
96.4991,0.112391,0.000127769,66.5917,33.2958
96.5991,0.112391,0.000125867,66.5917,33.2958
96.6991,0.112391,0.000123993,66.5917,33.2958
96.7991,0.112391,0.000122147,66.5917,33.2958
96.8991,0.112391,0.000120329,66.5917,33.2958
96.9991,0.112391,0.000118537,66.5917,33.2958
97.0991,0.112391,0.000116772,66.5917,33.2958
97.1991,0.112391,0.000115034,66.5917,33.2958
97.2991,0.112391,0.000113321,66.5917,33.2958
97.3991,0.112391,0.000111634,66.5917,33.2958
97.4991,0.112391,0.000109972,66.5917,33.2958
97.5991,0.112391,0.000108335,66.5917,33.2958
97.6991,0.112391,0.000106722,66.5917,33.2958
97.7991,0.112391,0.000105133,66.5917,33.2958
97.8991,0.112391,0.000103568,66.5917,33.2958
97.9991,0.112391,0.000102026,66.5917,33.2958
98.0991,0.112391,0.000100507,66.5917,33.2958
98.1991,0.112391,9.90111e-05,66.5917,33.2958
98.2991,0.112391,9.75371e-05,66.5917,33.2958
98.3991,0.112391,9.6085e-05,66.5917,33.2958
98.4991,0.112391,9.46545e-05,66.5917,33.2958
98.5991,0.112391,9.32453e-05,66.5917,33.2958
98.6991,0.112391,9.18571e-05,66.5917,33.2958
98.7991,0.112391,9.04896e-05,66.5917,33.2958
98.8991,0.112391,8.91424e-05,66.5917,33.2958
98.9991,0.112391,8.78153e-05,66.5917,33.2958
99.0991,0.112391,8.65079e-05,66.5917,33.2958
99.1991,0.112391,8.522e-05,66.5917,33.2958
99.2991,0.112391,8.39513e-05,66.5917,33.2958
99.3991,0.112391,8.27015e-05,66.5917,33.2958
99.4991,0.112391,8.14703e-05,66.5917,33.2958
99.5991,0.112391,8.02574e-05,66.5917,33.2958
99.6991,0.112391,7.90625e-05,66.5917,33.2958
99.799,0.112391,7.78855e-05,66.5917,33.2958
99.899,0.112391,7.67259e-05,66.5917,33.2958
99.999,0.112391,7.55837e-05,66.5917,33.2958
100.099,0.112391,7.44584e-05,66.5917,33.2958
